Id,Y
812,1
813,1
814,2
815,1
816,1
817,1
818,1
819,1
820,2
821,1
822,2
823,1
824,1
825,1
826,2
827,2
828,1
829,1
830,2
831,2
832,1
833,2
834,2
835,1
836,1
837,1
838,1
839,1
840,2
841,2
842,1
843,1
844,2
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,2
853,1
854,2
855,1
856,1
857,2
858,1
859,1
860,1
861,2
862,2
863,1
864,2
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,2
875,2
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,3
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,2
907,2
908,1
909,1
910,1
911,1
912,2
913,1
914,2
915,1
916,2
917,2
918,1
919,1
920,1
921,1
922,1
923,1
924,2
925,1
926,1
927,1
928,0
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,2
942,1
943,2
944,1
945,2
946,2
947,1
948,2
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,2
959,1
960,1
961,1
962,1
963,1
964,2
965,1
966,2
967,1
968,1
969,1
970,1
971,1
972,1
973,2
974,1
975,1
976,1
977,1
978,1
979,2
980,1
981,2
982,1
983,2
984,2
985,1
986,1
987,1
988,1
989,2
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,2
998,1
999,1
1000,1
1001,1
1002,2
1003,1
1004,2
1005,2
1006,1
1007,1
1008,2
1009,1
1010,2
1011,2
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,2
1021,2
1022,2
1023,2
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,2
1032,1
1033,2
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,2
1042,2
1043,2
1044,0
1045,2
1046,1
1047,2
1048,1
1049,3
1050,2
1051,1
1052,1
1053,1
1054,1
1055,2
1056,2
1057,2
1058,1
1059,2
1060,1
1061,1
1062,2
1063,2
1064,2
1065,1
1066,1
1067,1
1068,2
1069,1
1070,1
1071,1
1072,1
1073,1
1074,2
1075,1
1076,2
1077,1
1078,1
1079,1
1080,1
1081,1
1082,2
1083,1
1084,1
1085,1
1086,2
1087,1
1088,1
1089,2
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,2
1097,1
1098,1
1099,2
1100,2
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,2
1111,1
1112,2
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,2
1120,1
1121,2
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,2
1129,1
1130,1
1131,1
1132,1
1133,1
1134,2
1135,2
1136,1
1137,1
1138,1
1139,1
1140,1
1141,2
1142,1
1143,1
1144,1
1145,1
1146,2
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,2
1161,1
1162,1
1163,1
1164,1
1165,2
1166,2
1167,1
1168,1
1169,2
1170,1
1171,1
1172,2
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,2
1187,2
1188,0
1189,1
1190,1
1191,2
1192,2
1193,1
1194,2
1195,2
1196,1
1197,1
1198,1
1199,1
1200,2
1201,1
1202,1
1203,1
1204,1
1205,1
1206,2
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,2
1214,2
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,2
1223,1
1224,1
1225,1
1226,1
1227,2
1228,1
1229,2
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,2
1237,1
1238,1
1239,1
1240,2
1241,2
1242,2
1243,2
1244,2
1245,1
1246,2
1247,2
1248,2
1249,2
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,2
1258,1
1259,2
1260,2
1261,1
1262,1
1263,2
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,2
1272,1
1273,1
1274,1
1275,1
1276,2
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,2
1285,1
1286,2
1287,1
1288,1
1289,1
1290,1
1291,2
1292,1
1293,1
1294,1
1295,1
1296,2
1297,1
1298,2
1299,2
1300,1
1301,1
1302,1
1303,1
1304,1
1305,2
1306,2
1307,2
1308,3
1309,1
1310,1
1311,1
1312,2
1313,1
1314,1
1315,1
1316,1
1317,3
1318,1
1319,1
1320,1
1321,1
1322,2
1323,1
1324,2
1325,1
1326,1
1327,2
1328,1
1329,1
1330,2
1331,2
1332,1
1333,2
1334,3
1335,2
1336,2
1337,1
1338,1
1339,1
1340,2
1341,1
1342,2
1343,1
1344,2
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,2
1353,2
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,2
1366,2
1367,1
1368,1
1369,1
1370,1
1371,2
1372,1
1373,1
1374,1
1375,1
1376,1
1377,2
1378,1
1379,2
1380,2
1381,2
1382,1
1383,1
1384,1
1385,2
1386,1
1387,2
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,2
1404,1
1405,1
1406,2
1407,2
1408,1
1409,1
1410,1
1411,2
1412,1
1413,2
1414,2
1415,1
1416,1
1417,1
1418,2
1419,1
1420,1
1421,2
1422,1
1423,1
1424,2
1425,2
1426,1
1427,2
1428,2
1429,1
1430,2
1431,1
1432,2
1433,2
1434,2
1435,1
1436,1
1437,1
1438,1
1439,1
1440,2
1441,2
1442,2
1443,1
1444,2
1445,2
1446,1
1447,2
1448,1
1449,1
1450,1
1451,2
1452,1
1453,2
1454,1
1455,1
1456,1
1457,2
1458,2
1459,1
1460,2
1461,1
1462,2
1463,1
1464,1
1465,2
1466,1
1467,1
1468,3
1469,1
1470,2
1471,2
1472,1
1473,1
1474,1
1475,1
1476,1
1477,2
1478,1
1479,2
1480,2
1481,1
1482,2
1483,2
1484,1
1485,2
1486,1
1487,2
1488,2
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,2
1496,1
1497,2
1498,1
1499,1
1500,1
1501,1
1502,2
1503,1
1504,2
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,2
1512,1
1513,1
1514,1
1515,1
1516,2
1517,1
1518,2
1519,1
1520,1
1521,2
1522,2
1523,1
1524,2
1525,2
1526,1
1527,1
1528,1
1529,1
1530,2
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,2
1539,2
1540,1
1541,1
1542,1
1543,1
1544,2
1545,1
1546,1
1547,1
1548,1
1549,1
1550,2
1551,1
1552,1
1553,1
1554,2
1555,1
1556,1
1557,2
1558,2
1559,1
1560,1
1561,1
1562,2
1563,1
1564,1
1565,1
1566,2
1567,1
1568,2
1569,1
1570,1
1571,2
1572,2
1573,1
1574,1
1575,1
1576,1
1577,2
1578,1
1579,1
1580,2
1581,1
1582,1
1583,2
1584,1
1585,1
1586,2
1587,2
1588,1
1589,1
1590,1
1591,2
1592,2
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,2
1601,1
1602,2
1603,1
1604,1
1605,1
1606,2
1607,3
1608,1
1609,1
1610,1
1611,2
1612,2
1613,1
1614,1
1615,1
1616,1
1617,1
1618,2
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,2
1627,2
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,2
1637,2
1638,2
1639,1
1640,1
1641,1
1642,1
1643,2
1644,1
1645,1
1646,1
1647,1
1648,1
1649,2
1650,0
1651,1
1652,1
1653,2
1654,2
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,2
1663,2
1664,1
1665,1
1666,2
1667,1
1668,1
1669,1
1670,2
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,2
1685,1
1686,2
1687,2
1688,2
1689,1
1690,1
1691,2
1692,2
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,2
1700,1
1701,1
1702,1
1703,1
1704,2
1705,1
1706,1
1707,1
1708,2
1709,2
1710,1
1711,1
1712,1
1713,1
1714,2
1715,2
1716,1
1717,2
1718,1
1719,1
1720,1
1721,1
1722,1
1723,2
1724,1
1725,2
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,2
1734,1
1735,1
1736,2
1737,1
1738,1
1739,1
1740,1
1741,2
1742,1
1743,1
1744,1
1745,1
1746,1
1747,2
1748,1
1749,1
1750,1
1751,2
1752,1
1753,1
1754,2
1755,2
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,2
1765,1
1766,1
1767,1
1768,1
1769,1
1770,2
1771,1
1772,1
1773,1
1774,2
1775,1
1776,2
1777,1
1778,1
1779,1
1780,1
1781,2
1782,1
1783,2
1784,1
1785,1
1786,2
1787,2
1788,1
1789,1
1790,1
1791,1
1792,2
1793,1
1794,1
1795,1
1796,1
1797,1
1798,2
1799,2
1800,2
1801,2
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,2
1811,1
1812,1
1813,2
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,2
1824,2
1825,1
1826,1
1827,1
1828,2
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,2
1838,1
1839,2
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,2
1847,2
1848,3
1849,1
1850,1
1851,2
1852,1
1853,2
1854,1
1855,2
1856,1
1857,1
1858,1
1859,2
1860,1
1861,3
1862,1
1863,1
1864,2
1865,1
1866,1
1867,1
1868,2
1869,1
1870,1
1871,2
1872,1
1873,1
1874,2
1875,2
1876,3
1877,0
1878,2
1879,1
1880,1
1881,2
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,1
1891,2
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,2
1899,2
1900,2
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,2
1910,1
1911,1
1912,2
1913,1
1914,2
1915,1
1916,1
1917,1
1918,2
1919,2
1920,2
1921,2
1922,2
1923,1
1924,2
1925,1
1926,0
1927,2
1928,1
1929,2
1930,1
1931,1
1932,2
1933,1
1934,1
1935,2
1936,2
1937,1
1938,2
1939,1
1940,1
1941,1
1942,2
1943,2
1944,1
1945,1
1946,1
1947,1
1948,2
1949,2
1950,1
1951,2
1952,1
1953,1
1954,1
1955,1
1956,2
1957,1
1958,1
1959,1
1960,2
1961,2
1962,1
1963,0
1964,1
1965,1
1966,1
1967,1
1968,2
1969,1
1970,1
1971,1
1972,2
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,2
1981,2
1982,2
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,2
1996,1
1997,1
1998,1
1999,1
2000,2
2001,1
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,2
2009,1
2010,0
2011,2
2012,1
2013,2
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,3
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,2
2030,1
2031,2
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,2
2045,2
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,2
2054,2
2055,1
2056,1
2057,2
2058,1
2059,2
2060,1
2061,2
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,2
2073,2
2074,1
2075,1
2076,1
2077,2
2078,1
2079,1
2080,2
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,2
2090,1
2091,1
2092,2
2093,2
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,2
2105,1
2106,1
2107,2
2108,1
2109,1
2110,2
2111,1
2112,1
2113,1
2114,2
2115,1
2116,2
2117,1
2118,2
2119,1
2120,1
2121,1
2122,1
2123,2
2124,2
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,1
2132,2
2133,1
2134,1
2135,1
2136,1
2137,2
2138,1
2139,1
2140,1
2141,1
2142,2
2143,1
2144,2
2145,1
2146,1
2147,1
2148,1
2149,1
2150,2
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,1
2164,1
2165,1
2166,2
2167,2
2168,1
2169,2
2170,1
2171,2
2172,1
2173,1
2174,1
2175,1
2176,1
2177,2
2178,1
2179,2
2180,1
2181,1
2182,1
2183,2
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,2
2191,1
2192,2
2193,1
2194,1
2195,1
2196,2
2197,1
2198,1
2199,1
2200,1
2201,1
2202,2
2203,1
2204,2
2205,1
2206,1
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,2
2217,1
2218,2
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,2
2228,2
2229,2
2230,2
2231,1
2232,2
2233,1
2234,2
2235,1
2236,1
2237,1
2238,1
2239,1
2240,1
2241,2
2242,1
2243,1
2244,1
2245,2
2246,1
2247,1
2248,1
2249,1
2250,1
2251,2
2252,1
2253,1
2254,1
2255,1
2256,1
2257,2
2258,1
2259,2
2260,2
2261,1
2262,1
2263,1
2264,2
2265,2
2266,1
2267,1
2268,2
2269,1
2270,1
2271,1
2272,1
2273,2
2274,1
2275,1
2276,1
2277,0
2278,1
2279,2
2280,2
2281,1
2282,1
2283,1
2284,2
2285,1
2286,1
2287,1
2288,1
2289,1
2290,1
2291,2
2292,2
2293,1
2294,2
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,2
2302,1
2303,1
2304,1
2305,1
2306,2
2307,2
2308,2
2309,1
2310,1
2311,2
2312,1
2313,1
2314,1
2315,1
2316,1
2317,2
2318,1
2319,2
2320,2
2321,2
2322,2
2323,2
2324,2
2325,1
2326,1
2327,1
2328,2
2329,1
2330,1
2331,1
2332,2
2333,2
2334,2
2335,1
2336,2
2337,2
2338,2
2339,1
2340,1
2341,1
2342,1
2343,2
2344,2
2345,1
2346,1
2347,1
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,1
2359,2
2360,1
2361,1
2362,0
2363,2
2364,1
2365,1
2366,2
2367,1
2368,2
2369,2
2370,1
2371,1
2372,2
2373,1
2374,1
2375,2
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,2
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,2
2398,1
2399,1
2400,2
2401,1
2402,2
2403,1
2404,1
2405,2
2406,2
2407,2
2408,3
2409,1
2410,1
2411,2
2412,2
2413,2
2414,1
2415,2
2416,1
2417,2
2418,2
2419,1
2420,2
2421,2
2422,2
2423,1
2424,1
2425,2
2426,1
2427,1
2428,1
2429,2
2430,1
2431,1
2432,1
2433,1
2434,2
2435,2
2436,1
2437,1
2438,1
2439,2
2440,1
2441,1
2442,1
2443,1
2444,2
2445,1
2446,1
2447,1
2448,2
2449,2
2450,1
2451,1
2452,1
2453,1
2454,2
2455,1
2456,1
2457,2
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,1
2465,2
2466,1
2467,2
2468,1
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,2
2478,1
2479,1
2480,1
2481,2
2482,1
2483,2
2484,1
2485,1
2486,1
2487,2
2488,2
2489,2
2490,1
2491,1
2492,2
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,2
2500,1
2501,2
2502,1
2503,1
2504,1
2505,1
2506,2
2507,2
2508,1
2509,1
2510,1
2511,1
2512,1
2513,2
2514,2
2515,1
2516,2
2517,2
2518,1
2519,2
2520,1
2521,1
2522,1
2523,2
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,2
2537,2
2538,2
2539,1
2540,2
2541,2
2542,1
2543,1
2544,1
2545,1
2546,1
2547,2
2548,1
2549,1
2550,1
2551,3
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,2
2563,2
2564,1
2565,1
2566,2
2567,1
2568,1
2569,1
2570,1
2571,1
2572,2
2573,1
2574,2
2575,2
2576,1
2577,1
2578,1
2579,1
2580,1
2581,1
2582,1
2583,2
2584,1
2585,1
2586,1
2587,1
2588,2
2589,2
2590,1
2591,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2598,2
2599,2
2600,2
2601,1
2602,2
2603,1
2604,1
2605,2
2606,1
2607,1
2608,2
2609,1
2610,1
2611,2
2612,1
2613,1
2614,1
2615,1
2616,1
2617,2
2618,1
2619,1
2620,1
2621,2
2622,1
2623,2
2624,1
2625,1
2626,1
2627,2
2628,1
2629,1
2630,1
2631,2
2632,2
2633,2
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,2
2643,1
2644,1
2645,2
2646,1
2647,1
2648,2
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,2
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,1
2667,1
2668,2
2669,2
2670,1
2671,1
2672,1
2673,1
2674,0
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,1
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,2
2693,1
2694,1
2695,1
2696,1
2697,1
2698,1
2699,1
2700,1
2701,2
2702,1
2703,1
2704,1
2705,2
2706,1
2707,2
2708,1
2709,1
2710,1
2711,2
2712,1
2713,1
2714,1
2715,2
2716,1
2717,2
2718,2
2719,1
2720,1
2721,1
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,2
2730,2
2731,1
2732,1
2733,1
2734,1
2735,2
2736,1
2737,1
2738,2
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,1
2746,2
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,2
2754,2
2755,1
2756,1
2757,1
2758,1
2759,1
2760,0
2761,1
2762,1
2763,1
2764,2
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,2
2776,1
2777,1
2778,2
2779,1
2780,1
2781,1
2782,2
2783,1
2784,3
2785,1
2786,1
2787,1
2788,2
2789,1
2790,1
2791,1
2792,1
2793,2
2794,1
2795,1
2796,1
2797,1
2798,1
2799,2
2800,1
2801,2
2802,1
2803,1
2804,1
2805,1
2806,1
2807,2
2808,1
2809,1
2810,1
2811,1
2812,1
2813,1
2814,1
2815,2
2816,2
2817,2
2818,1
2819,1
2820,1
2821,2
2822,2
2823,1
2824,2
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,2
2833,1
2834,2
2835,2
2836,1
2837,2
2838,1
2839,1
2840,1
2841,1
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2848,1
2849,2
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,2
2858,1
2859,2
2860,2
2861,1
2862,1
2863,1
2864,2
2865,1
2866,2
2867,1
2868,1
2869,1
2870,1
2871,2
2872,1
2873,1
2874,1
2875,1
2876,1
2877,1
2878,1
2879,1
2880,1
2881,1
2882,1
2883,1
2884,1
2885,1
2886,1
2887,1
2888,1
2889,2
2890,1
2891,1
2892,1
2893,2
2894,1
2895,1
2896,1
2897,1
2898,1
2899,2
2900,1
2901,2
2902,1
2903,1
2904,1
2905,1
2906,2
2907,2
2908,1
2909,1
2910,2
2911,1
2912,1
2913,2
2914,1
2915,2
2916,1
2917,1
2918,1
2919,1
2920,2
2921,1
2922,2
2923,2
2924,1
2925,2
2926,2
2927,2
2928,1
2929,2
2930,1
2931,1
2932,1
2933,2
2934,2
2935,1
2936,1
2937,2
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,2
2945,1
2946,2
2947,2
2948,1
2949,2
2950,2
2951,2
2952,1
2953,1
2954,1
2955,1
2956,1
2957,2
2958,2
2959,1
2960,2
2961,1
2962,2
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,2
2970,2
2971,2
2972,2
2973,1
2974,2
2975,2
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,1
2984,2
2985,1
2986,1
2987,2
2988,1
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,1
2996,2
